nombre,precio,date,time,change,open,high,low,volume
"Cebollín",85.48,"6/11/2007","9:46am",-0.46,85.94,85.98,85.41,270900
"MO",70.00,"6/11/2007","9:46am",-0.30,70.25,70.30,69.88,723100
"Puerro",50.50,"6/11/2007","9:46am",+0.36,50.30,50.63,50.04,1689100
"Mandarina",30.175,"6/11/2007","9:50am",+0.125,30.05,30.20,29.93,7234309
"Ajo",26.48,"6/11/2007","9:45am",-0.04,26.50,26.52,26.34,1363300
"Rabanito",62.89,"6/11/2007","9:46am",-0.18,62.80,63.00,62.75,553446
"T",40.12,"6/11/2007","9:46am",-0.14,40.20,40.25,39.89,1073400
"Espinaca",69.92,"6/11/2007","9:46am",-0.31,69.85,70.20,69.51,244600
"Acelga",43.09,"6/11/2007","9:46am",+0.02,42.95,43.17,42.89,515110
"Zanahoria",49.78,"6/11/2007","9:46am",-0.30,49.90,50.00,49.65,949000
"Papa",82.60,"6/11/2007","9:46am",-0.08,82.68,82.84,82.35,934200
"Lima",40.15,"6/11/2007","9:51am",+0.49,39.67,40.15,39.43,510630
"Granada ",71.50,"6/11/2007","9:50am",-0.03,71.29,71.60,71.15,441900
"Uva",62.99,"6/11/2007","9:50am",-0.05,62.79,63.07,62.42,1067820
"Ciruela",98.73,"6/11/2007","9:50am",+0.54,98.25,98.79,98.17,233900
"C",53.15,"6/11/2007","9:51am",-0.18,53.20,53.25,53.02,885114
"Caqui",78.88,"6/11/2007","9:50am",+0.36,78.32,78.99,78.06,386652
"Berenjena",51.13,"6/11/2007","9:50am",0.00,51.13,51.14,50.69,274100
"Lechuga",34.42,"6/11/2007","9:51am",+0.22,34.28,34.44,34.12,448200
"Durazno",37.35,"6/11/2007","9:50am",+0.03,37.07,37.37,37.05,1541100
"Remolacha",31.28,"6/11/2007","9:50am",+0.28,31.00,31.62,30.90,1715679
"Habas",37.74,"6/11/2007","9:51am",-0.21,37.78,37.83,37.62,553869
"HON",57.30,"6/11/2007","9:51am",-0.08,57.25,57.40,57.05,218000
"Frambuesa",46.26,"6/11/2007","9:51am",+0.56,45.80,46.26,45.46,1497780
"Naranja",103.3781,"6/11/2007","9:50am",+0.3081,102.87,103.47,102.50,485800
"Bruselas",21.83,"6/11/2007","9:55am",0.00,21.70,21.93,21.69,4802496
"Batata",62.68,"6/11/2007","9:51am",+0.55,62.89,62.89,62.15,756500
"Rúcula",50.50,"6/11/2007","9:50am",+0.09,50.41,50.55,50.27,851700
"Repollo",51.79,"6/11/2007","9:50am",+0.12,51.67,51.796,51.54,4175960
"Cebolla",51.39,"6/11/2007","9:50am",-0.02,51.47,51.47,50.98,407819
"Cebollín",85.74,"6/11/2007","9:50am",-0.20,85.94,85.98,85.41,311100
"MO",70.08,"6/11/2007","9:51am",-0.22,70.25,70.30,69.88,840100
"Puerro",50.45,"6/11/2007","9:50am",+0.31,50.30,50.63,50.04,1830600
"Mandarina",30.22,"6/11/2007","9:56am",+0.17,30.05,30.24,29.93,7724578
"Ajo",26.45,"6/11/2007","9:51am",-0.07,26.50,26.52,26.34,1805950
"Rabanito",63.10,"6/11/2007","9:50am",+0.03,62.80,63.10,62.75,715146
"T",40.16,"6/11/2007","9:50am",-0.10,40.20,40.25,39.89,1199500
"Espinaca",70.06,"6/11/2007","9:50am",-0.17,69.85,70.20,69.51,270900
"Acelga",43.16,"6/11/2007","9:50am",+0.09,42.95,43.18,42.89,614810
"Zanahoria",49.87,"6/11/2007","9:51am",-0.21,49.90,50.00,49.65,1181700
"Papa",82.77,"6/11/2007","9:50am",+0.09,82.68,82.86,82.35,1121100
"Lima",39.97,"6/11/2007","9:55am",+0.31,39.67,40.18,39.43,598130
"Granada ",71.43,"6/11/2007","9:55am",-0.10,71.29,71.60,71.15,487600
"Uva",62.89,"6/11/2007","9:55am",-0.15,62.79,63.07,62.42,1084520
"Ciruela",98.66,"6/11/2007","9:56am",+0.47,98.25,98.79,98.17,265800
"C",53.14,"6/11/2007","9:56am",-0.19,53.20,53.25,53.02,954314
"Caqui",78.87,"6/11/2007","9:55am",+0.35,78.32,78.99,78.06,425952
"Berenjena",51.18,"6/11/2007","9:55am",+0.05,51.13,51.21,50.69,341500
"Lechuga",34.39,"6/11/2007","9:55am",+0.19,34.28,34.44,34.12,523200
"Durazno",37.39,"6/11/2007","9:56am",+0.07,37.07,37.40,37.05,1786900
"Remolacha",31.31,"6/11/2007","9:55am",+0.31,31.00,31.62,30.90,2399379
"Habas",37.75,"6/11/2007","9:55am",-0.20,37.78,37.83,37.62,622969
"HON",57.29,"6/11/2007","9:56am",-0.09,57.25,57.40,57.05,245000
"Frambuesa",46.25,"6/11/2007","9:56am",+0.55,45.80,46.27,45.46,1615680
"Naranja",103.60,"6/11/2007","9:56am",+0.53,102.87,103.62,102.50,569900
"Bruselas",21.85,"6/11/2007","10:00am",+0.02,21.70,21.95,21.69,5440945
"Batata",62.74,"6/11/2007","9:56am",+0.61,62.89,62.89,62.15,887700
"Rúcula",50.48,"6/11/2007","9:56am",+0.07,50.41,50.55,50.27,924300
"Repollo",51.63,"6/11/2007","9:56am",-0.04,51.67,51.82,51.54,4247360
"Cebolla",51.40,"6/11/2007","9:56am",-0.01,51.47,51.47,50.98,448219
"Cebollín",85.69,"6/11/2007","9:55am",-0.25,85.94,85.98,85.41,323200
"MO",70.10,"6/11/2007","9:56am",-0.20,70.25,70.30,69.88,932900
"Puerro",50.38,"6/11/2007","9:55am",+0.24,50.30,50.63,50.04,1943600
"Mandarina",30.20,"6/11/2007","10:01am",+0.15,30.05,30.24,29.93,8053754
"Ajo",26.48,"6/11/2007","9:55am",-0.04,26.50,26.53,26.34,2029150
"Rabanito",63.07,"6/11/2007","9:56am",0.00,62.80,63.10,62.75,786646
"T",40.08,"6/11/2007","9:56am",-0.18,40.20,40.25,39.89,1364200
"Espinaca",70.06,"6/11/2007","9:56am",-0.17,69.85,70.20,69.51,289300
"Acelga",43.17,"6/11/2007","9:56am",+0.10,42.95,43.19,42.89,683810
"Zanahoria",49.88,"6/11/2007","9:56am",-0.20,49.90,50.00,49.65,1321100
"Papa",82.68,"6/11/2007","9:56am",0.00,82.68,82.86,82.35,1235100
"Lima",39.94,"6/11/2007","10:00am",+0.28,39.67,40.18,39.43,660280
"Granada ",71.36,"6/11/2007","10:00am",-0.17,71.29,71.60,71.15,575042
"Uva",62.83,"6/11/2007","10:00am",-0.21,62.79,63.07,62.42,1110520
"Ciruela",98.62,"6/11/2007","10:01am",+0.43,98.25,98.79,98.17,285700
"C",53.06,"6/11/2007","10:01am",-0.27,53.20,53.25,53.02,1030199
"Caqui",78.66,"6/11/2007","10:00am",+0.14,78.32,78.99,78.06,452352
"Berenjena",51.09,"6/11/2007","10:01am",-0.04,51.13,51.21,50.69,402900
"Lechuga",34.33,"6/11/2007","10:01am",+0.13,34.28,34.44,34.12,740300
"Durazno",37.41,"6/11/2007","10:01am",+0.09,37.07,37.41,37.05,2106900
"Remolacha",31.29,"6/11/2007","10:01am",+0.29,31.00,31.62,30.90,2570679
"Habas",37.76,"6/11/2007","10:00am",-0.19,37.78,37.83,37.62,683769
"HON",57.335,"6/11/2007","10:01am",-0.045,57.25,57.40,57.05,289100
"Frambuesa",46.25,"6/11/2007","10:01am",+0.55,45.80,46.29,45.46,1752080
"Naranja",103.51,"6/11/2007","10:01am",+0.44,102.87,103.63,102.50,607300
"Bruselas",21.85,"6/11/2007","10:05am",+0.02,21.70,21.95,21.69,5955030
"Batata",62.75,"6/11/2007","10:01am",+0.62,62.89,62.89,62.15,1031900
"Rúcula",50.45,"6/11/2007","10:00am",+0.04,50.41,50.55,50.27,1010000
"Repollo",51.55,"6/11/2007","10:00am",-0.12,51.67,51.82,51.54,4283460
"Cebolla",51.34,"6/11/2007","10:01am",-0.07,51.47,51.47,50.98,481919
"Cebollín",85.75,"6/11/2007","10:00am",-0.19,85.94,85.98,85.41,332600
"MO",70.07,"6/11/2007","10:00am",-0.23,70.25,70.30,69.88,1007630
"Puerro",50.32,"6/11/2007","10:01am",+0.18,50.30,50.64,50.04,2165200
"Mandarina",30.21,"6/11/2007","10:05am",+0.16,30.05,30.25,29.93,8448925
"Ajo",26.45,"6/11/2007","10:01am",-0.07,26.50,26.53,26.34,2252150
"Rabanito",63.02,"6/11/2007","10:01am",-0.05,62.80,63.10,62.75,867746
"T",40.05,"6/11/2007","10:01am",-0.21,40.20,40.25,39.89,1496200
"Espinaca",70.00,"6/11/2007","10:00am",-0.23,69.85,70.20,69.51,308500
"Acelga",43.11,"6/11/2007","10:00am",+0.04,42.95,43.19,42.89,804110
"Zanahoria",49.78,"6/11/2007","10:01am",-0.30,49.90,50.00,49.65,1378500
"Papa",82.71,"6/11/2007","10:00am",+0.03,82.68,82.86,82.35,1379100
"Lima",39.92,"6/11/2007","10:05am",+0.26,39.67,40.18,39.43,693080
"Granada ",71.29,"6/11/2007","10:05am",-0.24,71.29,71.60,71.15,630742
"Uva",62.74,"6/11/2007","10:05am",-0.30,62.79,63.07,62.42,1149120
"Ciruela",98.47,"6/11/2007","10:06am",+0.28,98.25,98.79,98.17,306700
"C",52.97,"6/11/2007","10:06am",-0.36,53.20,53.25,52.92,1191699
"Caqui",78.56,"6/11/2007","10:06am",+0.04,78.32,78.99,78.06,512752
"Berenjena",51.068,"6/11/2007","10:05am",-0.062,51.13,51.21,50.69,490000
"Lechuga",34.29,"6/11/2007","10:05am",+0.09,34.28,34.44,34.12,790550
"Durazno",37.36,"6/11/2007","10:06am",+0.04,37.07,37.41,37.05,2388519
"Remolacha",31.35,"6/11/2007","10:05am",+0.35,31.00,31.62,30.90,2770879
"Habas",37.75,"6/11/2007","10:06am",-0.20,37.78,37.83,37.62,909569
"HON",57.22,"6/11/2007","10:06am",-0.16,57.25,57.40,57.05,307300
"Frambuesa",46.22,"6/11/2007","10:05am",+0.52,45.80,46.29,45.46,1904480
"Naranja",103.57,"6/11/2007","10:05am",+0.50,102.87,103.63,102.50,666400
"Bruselas",21.83,"6/11/2007","10:10am",0.00,21.70,21.95,21.69,6319637
"Batata",62.70,"6/11/2007","10:06am",+0.57,62.89,62.89,62.15,1138900
"Rúcula",50.35,"6/11/2007","10:05am",-0.06,50.41,50.55,50.27,1112900
"Repollo",51.57,"6/11/2007","10:06am",-0.10,51.67,51.82,51.53,4320060
"Cebolla",51.31,"6/11/2007","10:06am",-0.10,51.47,51.47,50.98,533219
"Cebollín",85.76,"6/11/2007","10:05am",-0.18,85.94,85.98,85.41,384000
"MO",69.99,"6/11/2007","10:05am",-0.31,70.25,70.30,69.88,1191130
"Puerro",50.35,"6/11/2007","10:06am",+0.21,50.30,50.64,50.04,2250500
"Mandarina",30.18,"6/11/2007","10:11am",+0.13,30.05,30.25,29.93,9049059
"Ajo",26.41,"6/11/2007","10:05am",-0.11,26.50,26.53,26.34,2353550
"Rabanito",63.03,"6/11/2007","10:06am",-0.04,62.80,63.10,62.75,920246
"T",40.04,"6/11/2007","10:06am",-0.22,40.20,40.25,39.89,1644100
"Espinaca",69.95,"6/11/2007","10:05am",-0.28,69.85,70.20,69.51,332000
"Acelga",43.04,"6/11/2007","10:05am",-0.03,42.95,43.19,42.89,886910
"Zanahoria",49.70,"6/11/2007","10:05am",-0.38,49.90,50.00,49.65,1450500
"Papa",82.8681,"6/11/2007","10:05am",+0.1881,82.68,82.89,82.35,1544600
"Lima",39.91,"6/11/2007","10:11am",+0.25,39.67,40.18,39.43,755880
"Granada ",71.29,"6/11/2007","10:11am",-0.24,71.29,71.60,71.15,706842
"Uva",62.79,"6/11/2007","10:10am",-0.25,62.79,63.07,62.42,1183320
"Ciruela",98.45,"6/11/2007","10:11am",+0.26,98.25,98.79,98.17,344500
"C",52.926,"6/11/2007","10:11am",-0.404,53.20,53.25,52.91,1347199
"Caqui",78.58,"6/11/2007","10:11am",+0.06,78.32,78.99,78.06,559652
"Berenjena",50.999,"6/11/2007","10:11am",-0.131,51.13,51.21,50.69,542900
"Lechuga",34.29,"6/11/2007","10:11am",+0.09,34.28,34.44,34.12,836650
"Durazno",37.38,"6/11/2007","10:11am",+0.06,37.07,37.41,37.05,2643919
"Remolacha",31.30,"6/11/2007","10:11am",+0.30,31.00,31.62,30.90,2943679
"Habas",37.75,"6/11/2007","10:11am",-0.20,37.78,37.83,37.62,1015369
"HON",57.23,"6/11/2007","10:11am",-0.15,57.25,57.40,57.05,332200
"Frambuesa",46.18,"6/11/2007","10:11am",+0.48,45.80,46.29,45.46,2006780
"Naranja",103.35,"6/11/2007","10:11am",+0.28,102.87,103.63,102.50,734000
"Bruselas",21.83,"6/11/2007","10:16am",0.00,21.70,21.95,21.69,6790042
"Batata",62.71,"6/11/2007","10:11am",+0.58,62.89,62.89,62.15,1274000
"Rúcula",50.28,"6/11/2007","10:11am",-0.13,50.41,50.55,50.26,1187600
"Repollo",51.56,"6/11/2007","10:11am",-0.11,51.67,51.82,51.53,4370560
"Cebolla",51.25,"6/11/2007","10:11am",-0.16,51.47,51.47,50.98,587519
"Cebollín",85.78,"6/11/2007","10:10am",-0.16,85.94,85.98,85.41,414300
"MO",69.95,"6/11/2007","10:11am",-0.35,70.25,70.30,69.88,1273530
"Puerro",50.29,"6/11/2007","10:11am",+0.15,50.30,50.64,50.04,2332500
"Mandarina",30.14,"6/11/2007","10:16am",+0.09,30.05,30.25,29.93,9998935
"Ajo",26.449,"6/11/2007","10:10am",-0.071,26.50,26.53,26.34,2551150
"Rabanito",63.07,"6/11/2007","10:10am",0.00,62.80,63.10,62.75,1010846
"T",40.04,"6/11/2007","10:10am",-0.22,40.20,40.25,39.89,1922900
"Espinaca",69.91,"6/11/2007","10:11am",-0.32,69.85,70.20,69.51,354300
"Acelga",43.10,"6/11/2007","10:10am",+0.03,42.95,43.19,42.89,998110
"Zanahoria",49.73,"6/11/2007","10:11am",-0.35,49.90,50.00,49.65,1577400
"Papa",83.02,"6/11/2007","10:11am",+0.34,82.68,83.11,82.35,1789600
"Lima",39.76,"6/11/2007","10:15am",+0.10,39.67,40.18,39.43,804580
"Granada ",71.29,"6/11/2007","10:16am",-0.24,71.29,71.60,71.15,781442
"Uva",62.69,"6/11/2007","10:16am",-0.35,62.79,63.07,62.42,1212120
"Ciruela",98.29,"6/11/2007","10:16am",+0.10,98.25,98.79,98.17,373200
"C",52.91,"6/11/2007","10:16am",-0.42,53.20,53.25,52.84,1455899
"Caqui",78.51,"6/11/2007","10:16am",-0.01,78.32,78.99,78.06,607452
"Berenjena",51.02,"6/11/2007","10:16am",-0.11,51.13,51.21,50.69,576600
"Lechuga",34.25,"6/11/2007","10:16am",+0.05,34.28,34.44,34.12,880150
"Durazno",37.32,"6/11/2007","10:16am",0.00,37.07,37.41,37.05,2784119
"Remolacha",31.28,"6/11/2007","10:16am",+0.28,31.00,31.62,30.90,3270779
"Habas",37.76,"6/11/2007","10:16am",-0.19,37.78,37.83,37.62,1141469
"HON",57.11,"6/11/2007","10:16am",-0.27,57.25,57.40,57.05,379600
"Frambuesa",46.06,"6/11/2007","10:16am",+0.36,45.80,46.29,45.46,2073280
"Naranja",103.17,"6/11/2007","10:16am",+0.10,102.87,103.63,102.50,798600
"Bruselas",21.84,"6/11/2007","10:20am",+0.01,21.70,21.95,21.69,7235829
"Batata",62.66,"6/11/2007","10:16am",+0.53,62.89,62.89,62.15,1412600
"Rúcula",50.23,"6/11/2007","10:16am",-0.18,50.41,50.55,50.20,1304200
"Repollo",51.52,"6/11/2007","10:16am",-0.15,51.67,51.82,51.50,4471160
"Cebolla",51.17,"6/11/2007","10:15am",-0.24,51.47,51.47,50.98,640119
"Cebollín",85.69,"6/11/2007","10:15am",-0.25,85.94,85.98,85.41,436200
"MO",69.90,"6/11/2007","10:15am",-0.40,70.25,70.30,69.88,1350130
"Puerro",50.375,"6/11/2007","10:16am",+0.235,50.30,50.64,50.04,2501800
"Mandarina",30.105,"6/11/2007","10:21am",+0.055,30.05,30.25,29.93,11615862
"Ajo",26.43,"6/11/2007","10:16am",-0.09,26.50,26.53,26.34,2699150
"Rabanito",63.03,"6/11/2007","10:15am",-0.04,62.80,63.10,62.75,1084346
"T",40.04,"6/11/2007","10:16am",-0.22,40.20,40.25,39.89,2049000
"Espinaca",69.80,"6/11/2007","10:16am",-0.43,69.85,70.20,69.51,390200
"Acelga",43.12,"6/11/2007","10:16am",+0.05,42.95,43.19,42.89,1540810
"Zanahoria",49.71,"6/11/2007","10:16am",-0.37,49.90,50.00,49.65,1700900
"Papa",82.79,"6/11/2007","10:16am",+0.11,82.68,83.11,82.35,1945300
"Lima",39.7264,"6/11/2007","10:21am",+0.0664,39.67,40.18,39.43,860780
"Granada ",71.28,"6/11/2007","10:21am",-0.25,71.29,71.60,71.15,826742
"Uva",62.775,"6/11/2007","10:21am",-0.265,62.79,63.07,62.42,1262720
"Ciruela",98.17,"6/11/2007","10:21am",-0.02,98.25,98.79,98.15,420500
"C",52.89,"6/11/2007","10:20am",-0.44,53.20,53.25,52.84,1554299
"Caqui",78.46,"6/11/2007","10:21am",-0.06,78.32,78.99,78.06,645152
"Berenjena",51.02,"6/11/2007","10:20am",-0.11,51.13,51.21,50.69,616000
"Lechuga",34.29,"6/11/2007","10:21am",+0.09,34.28,34.44,34.12,961150
"Durazno",37.31,"6/11/2007","10:21am",-0.01,37.07,37.41,37.05,2994719
"Remolacha",31.16,"6/11/2007","10:21am",+0.16,31.00,31.62,30.90,3450979
"Habas",37.75,"6/11/2007","10:20am",-0.20,37.78,37.83,37.62,1239969
"HON",57.14,"6/11/2007","10:21am",-0.24,57.25,57.40,57.05,427800
"Frambuesa",46.08,"6/11/2007","10:21am",+0.38,45.80,46.29,45.46,2169080
"Naranja",103.24,"6/11/2007","10:21am",+0.17,102.87,103.63,102.50,1110200
"Bruselas",21.85,"6/11/2007","10:26am",+0.02,21.70,21.95,21.69,7668158
"Batata",62.65,"6/11/2007","10:21am",+0.52,62.89,62.89,62.15,1466978
"Rúcula",50.14,"6/11/2007","10:21am",-0.27,50.41,50.55,50.13,1391100
"Repollo",51.44,"6/11/2007","10:20am",-0.23,51.67,51.82,51.44,4528060
"Cebolla",51.19,"6/11/2007","10:20am",-0.22,51.47,51.47,50.98,694019
"Cebollín",85.58,"6/11/2007","10:20am",-0.36,85.94,85.98,85.41,455600
"MO",69.86,"6/11/2007","10:21am",-0.44,70.25,70.30,69.76,1542230
"Puerro",50.34,"6/11/2007","10:21am",+0.20,50.30,50.64,50.04,2582400
"Mandarina",30.10,"6/11/2007","10:26am",+0.05,30.05,30.25,29.93,12004109
"Ajo",26.43,"6/11/2007","10:21am",-0.09,26.50,26.53,26.34,2986570
"Rabanito",63.06,"6/11/2007","10:21am",-0.01,62.80,63.10,62.75,1165646
"T",40.04,"6/11/2007","10:20am",-0.22,40.20,40.25,39.89,2229600
"Espinaca",69.66,"6/11/2007","10:21am",-0.57,69.85,70.20,69.51,420400
"Acelga",43.12,"6/11/2007","10:21am",+0.05,42.95,43.19,42.89,1615410
"Zanahoria",49.65,"6/11/2007","10:21am",-0.43,49.90,50.00,49.65,1851200
"Papa",82.84,"6/11/2007","10:21am",+0.16,82.68,83.11,82.35,2132200
"Lima",39.63,"6/11/2007","10:26am",-0.03,39.67,40.18,39.43,899080
"Granada ",71.30,"6/11/2007","10:26am",-0.23,71.29,71.60,71.15,896542
"Uva",62.80,"6/11/2007","10:26am",-0.24,62.79,63.07,62.42,1296620
"Ciruela",98.04,"6/11/2007","10:26am",-0.15,98.25,98.79,97.96,466900
"C",52.91,"6/11/2007","10:26am",-0.42,53.20,53.25,52.81,1672699
"Caqui",78.37,"6/11/2007","10:26am",-0.15,78.32,78.99,78.06,704152
"Berenjena",50.94,"6/11/2007","10:25am",-0.19,51.13,51.21,50.69,643200
"Lechuga",34.24,"6/11/2007","10:26am",+0.04,34.28,34.44,34.12,1025550
"Durazno",37.26,"6/11/2007","10:26am",-0.06,37.07,37.41,37.05,3290619
"Remolacha",31.22,"6/11/2007","10:26am",+0.22,31.00,31.62,30.90,4096679
"Habas",37.75,"6/11/2007","10:26am",-0.20,37.78,37.83,37.62,1559369
"HON",57.10,"6/11/2007","10:26am",-0.28,57.25,57.40,57.03,450900
"Frambuesa",46.10,"6/11/2007","10:26am",+0.40,45.80,46.29,45.46,2260680
"Naranja",103.20,"6/11/2007","10:26am",+0.13,102.87,103.63,102.50,1147300
"Bruselas",21.84,"6/11/2007","10:31am",+0.01,21.70,21.95,21.69,8125254
"Batata",62.55,"6/11/2007","10:26am",+0.42,62.89,62.89,62.15,1616778
"Rúcula",50.14,"6/11/2007","10:26am",-0.27,50.41,50.55,50.05,1498700
"Repollo",51.39,"6/11/2007","10:26am",-0.28,51.67,51.82,51.32,4607560
"Cebolla",51.17,"6/11/2007","10:25am",-0.24,51.47,51.47,50.98,740919
"Cebollín",85.51,"6/11/2007","10:26am",-0.43,85.94,85.98,85.41,478800
"MO",69.85,"6/11/2007","10:26am",-0.45,70.25,70.30,69.76,1670405
